generation;avg-f1;avg-f2;avg-f3;sizepareto;time(ms);numberiterationfirstgenerationfixederror
173;3.92;6.11;60.39;13
174;3.98;6.38;60.48;12
175;3.95;6.74;60.18;13
176;3.89;6.66;60.5;13
177;3.98;6.4;59.8;12
178;3.92;6.69;59.77;12
179;4.03;6.49;60.3;13
180;4.03;6.3;60.38;12
181;4.03;6.32;60.26;11
182;3.88;6.6;60.7;14
183;4.11;6.54;60.48;13
184;4.17;6.65;60.23;14
185;4.17;6.29;59.95;13
186;4.1;6.47;60.58;13
187;4.34;6.87;61.01;13
188;4.2;6.19;60.17;11
189;4.02;6.52;60.17;13
190;3.96;6.36;60.65;13
191;4.31;6.67;60.38;15
192;4.07;6.21;60.84;12
193;4.09;6.22;60.54;14
194;4.14;6.22;60.41;14
195;4.17;6.15;60.18;14
196;3.93;6.62;60.45;13
197;4.09;6.99;60.85;12
198;3.88;6.24;60.69;13
199;4.16;6.06;60.33;13
200;4.05;6.35;60.47;13
201;4.1;6.03;60.4;14
202;4.02;6.1;59.78;12
203;4.19;6.11;60.16;12
204;4.22;6.12;60.32;11
205;4.26;6.02;60.78;11
206;4.2;6.25;60.44;11
207;4.08;6.3;59.69;11
208;4.25;6.08;60.29;13
209;4.14;6.23;60.07;14
210;4.06;6.36;60.51;14
211;4.22;6.02;60.11;12
212;4.24;6.13;60.01;10
213;4.2;6.2;59.98;14
214;4.03;5.89;59.87;12
215;4.12;6.38;60.29;11
216;4.2;6.49;60.48;12
217;4.19;6.17;60.35;12
218;4.33;6.54;60.44;11
219;4.25;6.12;59.91;13
220;4.39;6.41;60.19;14
221;4.29;6.35;60.03;10
222;4.29;6.25;59.8;12
223;4.2;6.19;59.03;13
224;4.2;6.3;60.11;11
225;4.17;6.03;59.22;12
226;4.17;6.84;60.29;10
227;4.38;6.35;59.98;13
228;4.18;6.62;60.23;14
229;4.13;6.14;59.39;11
230;4.19;6.18;58.72;10
231;4.37;6.15;60.05;12
232;4.4;6.39;60.08;12
233;4.23;6.3;60.19;12
234;4.33;6.2;60.13;11
235;4.33;6.84;60.01;14
236;4.17;6.8;60.24;13
237;4.22;6.52;59.39;13
238;4.1;5.87;59.2;10
239;4.25;7.17;60.57;14
240;4.3;6.07;59.11;12
241;4.33;6.48;60.12;12
242;4.2;6.58;59.88;12
243;4.38;6.53;60.19;12
244;4.12;6.53;60.19;12
245;4.39;6.21;59.29;10
246;4.28;6.55;60.26;12
247;4.37;6.87;60.18;11
248;4.32;6.32;59.97;13
249;4.42;6.23;59.02;10
250;4.31;6.65;59.78;12
251;4.22;6.23;59.23;11
252;4.35;6.25;59.86;12
253;4.21;6.56;59.94;12
254;4.08;6.93;60.33;13
255;4.01;6.41;60.06;13
256;4.31;6.09;60.01;11
257;4.18;6.88;60.06;13
258;4.14;5.91;59.62;12
259;4.25;6.84;60.23;13
260;4.05;6.75;60.2;13
261;4.11;6.62;60.33;12
262;4.09;6.68;59.46;10
263;4.34;6.38;60.2;13
264;4.32;6.66;59.74;12
265;4.17;6.91;60.48;13
266;4.16;6.46;60.01;12
